Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,1,02-01-17,08-01-17,107,107,,0,0,0,0,0,1,0,0,1,1,106,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,2,09-01-17,15-01-17,58,58,,0,0,0,0,0,1,0,0,1,1,57,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,3,16-01-17,22-01-17,89,89,,0,0,0,0,0,0,0,0,0,0,89,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,4,23-01-17,29-01-17,69,69,,0,0,0,0,0,0,0,0,0,0,69,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,5,30-01-17,05-02-17,93,93,,0,0,0,0,0,1,0,0,1,1,92,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,6,06-02-17,12-02-17,105,105,,0,1,0,0,1,1,0,0,1,2,103,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,7,13-02-17,19-02-17,76,76,,0,2,0,0,2,1,0,0,1,3,73,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,8,20-02-17,26-02-17,56,56,,0,0,0,0,0,0,0,0,0,0,56,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,9,27-02-17,05-03-17,70,70,,0,0,0,0,0,0,0,0,0,0,70,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,10,06-03-17,12-03-17,60,60,,0,1,0,0,1,0,0,0,0,1,59,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,11,13-03-17,19-03-17,110,110,,0,0,0,0,0,0,0,0,0,0,110,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,12,20-03-17,26-03-17,39,39,,0,0,0,0,0,0,0,0,0,0,39,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,13,27-03-17,02-04-17,76,76,,0,0,0,0,0,0,0,0,0,0,76,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,14,03-04-17,09-04-17,37,37,,0,0,0,0,0,0,0,0,0,0,37,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,15,10-04-17,16-04-17,45,45,,0,0,0,0,0,0,0,0,0,0,45,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,16,17-04-17,23-04-17,35,35,,0,0,0,0,0,0,0,0,0,0,35,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,17,24-04-17,30-04-17,52,52,,0,0,0,0,0,0,0,0,0,0,52,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,18,01-05-17,07-05-17,39,39,,0,0,0,0,0,0,0,0,0,0,39,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,19,08-05-17,14-05-17,44,44,,0,0,0,0,0,0,0,0,0,0,44,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,20,15-05-17,21-05-17,48,48,,0,0,0,0,0,0,0,0,0,0,48,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,21,22-05-17,28-05-17,25,25,,0,0,0,0,0,0,0,0,0,0,25,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,22,29-05-17,04-06-17,46,46,,0,0,0,0,0,0,0,0,0,0,46,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,23,05-06-17,11-06-17,35,35,,0,0,0,0,0,0,0,0,0,0,35,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,24,12-06-17,18-06-17,45,45,,0,0,0,0,0,0,0,0,0,0,45,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,25,19-06-17,25-06-17,31,31,,0,0,0,0,0,0,0,0,0,0,31,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,26,26-06-17,02-07-17,5,5,,0,0,0,0,0,0,0,0,0,0,5,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,27,03-07-17,09-07-17,46,46,,0,0,0,0,0,0,0,0,0,0,46,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,28,10-07-17,16-07-17,20,20,,0,0,0,0,0,0,0,0,0,0,20,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,29,17-07-17,23-07-17,43,43,,0,0,0,0,0,0,0,0,0,0,43,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,30,24-07-17,30-07-17,43,43,,0,0,0,0,0,0,0,0,0,0,43,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,31,31-07-17,06-08-17,30,30,,0,0,0,0,0,0,0,0,0,0,30,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,32,07-08-17,13-08-17,47,47,,0,0,0,0,0,0,0,0,0,0,47,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,33,14-08-17,20-08-17,36,36,,0,0,0,0,0,0,0,0,0,0,36,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,34,21-08-17,27-08-17,42,42,,0,0,0,0,0,0,0,0,0,0,42,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,35,28-08-17,03-09-17,33,33,,0,0,0,0,0,0,0,0,0,0,33,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,36,04-09-17,10-09-17,23,23,,0,0,0,0,0,0,0,0,0,0,23,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,37,11-09-17,17-09-17,47,47,,0,0,0,0,0,0,0,0,0,0,47,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,38,18-09-17,24-09-17,37,37,,0,0,0,0,0,0,0,0,0,0,37,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,39,25-09-17,01-10-17,40,40,,0,0,0,0,0,0,0,0,0,0,40,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,40,02-10-17,08-10-17,39,39,,0,1,0,0,1,0,0,0,0,1,38,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,41,09-10-17,15-10-17,46,46,,0,1,0,0,1,0,0,0,0,1,45,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,42,16-10-17,22-10-17,63,63,,0,0,0,0,0,0,0,0,0,0,63,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,43,23-10-17,29-10-17,54,54,,0,4,0,0,4,0,0,0,0,4,50,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,44,30-10-17,05-11-17,67,67,,0,0,0,0,0,0,0,0,0,0,67,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,45,06-11-17,12-11-17,30,30,,0,5,0,0,5,0,0,0,0,5,25,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,46,13-11-17,19-11-17,49,49,,1,5,0,0,6,0,0,0,0,6,43,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,47,20-11-17,26-11-17,36,36,,0,2,0,0,2,1,0,0,1,3,33,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,48,27-11-17,03-12-17,58,58,,3,7,0,0,10,0,0,0,0,10,48,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,49,04-12-17,10-12-17,75,75,,3,4,0,0,7,1,0,0,1,8,66,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,50,11-12-17,17-12-17,49,49,,2,12,0,0,14,3,0,0,3,17,33,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,51,18-12-17,24-12-17,82,82,,7,14,0,0,21,2,0,0,2,23,59,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2017,52,25-12-17,31-12-17,92,92,,1,17,0,0,18,3,0,0,3,21,71,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,1,01-01-18,07-01-18,88,88,,4,20,0,0,24,5,0,0,5,29,59,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,2,08-01-18,14-01-18,103,103,,8,10,0,0,18,0,0,0,0,18,85,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,3,15-01-18,21-01-18,87,87,,0,9,0,0,9,0,0,0,0,9,78,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,4,22-01-18,28-01-18,137,137,,12,7,0,0,19,2,0,0,2,21,116,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,5,29-01-18,04-02-18,116,116,,1,1,0,0,2,5,0,0,5,7,109,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,6,05-02-18,11-02-18,121,121,,5,3,0,0,8,4,0,0,4,12,109,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,7,12-02-18,18-02-18,54,54,,0,0,0,0,0,6,0,0,6,6,48,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,8,19-02-18,25-02-18,113,113,,2,1,0,0,3,11,0,0,11,14,99,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,9,26-02-18,04-03-18,76,76,,2,0,0,0,2,1,0,0,1,3,73,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,10,05-03-18,11-03-18,57,57,,2,0,0,0,2,1,0,0,1,3,54,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,11,12-03-18,18-03-18,83,83,,0,0,0,0,0,2,0,0,2,2,81,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,12,19-03-18,25-03-18,19,19,,0,0,0,0,0,1,0,0,1,1,18,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,13,26-03-18,01-04-18,84,84,,0,0,0,0,0,0,0,0,0,0,84,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,14,02-04-18,08-04-18,51,51,,0,0,0,0,0,0,0,0,0,0,51,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,15,09-04-18,15-04-18,56,56,,0,0,0,0,0,1,0,0,1,1,55,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,16,16-04-18,22-04-18,45,45,,0,0,0,0,0,3,0,0,3,3,25,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,17,23-04-18,29-04-18,47,47,,0,0,0,0,0,2,0,0,2,2,45,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,18,30-04-18,06-05-18,43,43,,0,0,0,0,0,0,0,0,0,0,43,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,19,07-05-18,13-05-18,40,40,,0,0,0,0,0,0,0,0,0,0,40,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,20,14-05-18,20-05-18,31,31,,0,0,0,0,0,1,0,0,1,1,30,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,21,21-05-18,27-05-18,33,33,,0,0,0,0,0,0,0,0,0,0,33,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,22,28-05-18,03-06-18,43,43,,0,0,0,0,0,0,0,0,0,0,43,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,23,04-06-18,10-06-18,47,47,,0,0,0,0,0,0,0,0,0,0,47,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,24,11-06-18,17-06-18,20,20,,0,0,0,0,0,0,0,0,0,0,20,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,25,18-06-18,24-06-18,20,20,,0,0,0,0,0,0,0,0,0,0,20,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,26,25-06-18,01-07-18,47,47,,0,0,0,0,0,0,0,0,0,0,47,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,27,02-07-18,08-07-18,41,41,,0,0,0,0,0,0,0,0,0,0,41,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,28,09-07-18,15-07-18,51,51,,0,0,0,0,0,0,0,0,0,0,51,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,29,16-07-18,22-07-18,34,24,,0,0,0,0,0,0,0,0,0,0,24,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,30,23-07-18,29-07-18,30,30,,0,0,0,0,0,0,0,0,0,0,30,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,31,30-07-18,05-08-18,49,49,,0,0,0,0,0,0,0,0,0,0,49,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,32,06-08-18,12-08-18,45,45,,0,0,0,0,0,0,0,0,0,0,45,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,33,13-08-18,19-08-18,41,41,,0,0,0,0,0,0,0,0,0,0,41,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,34,20-08-18,26-08-18,13,13,,0,0,0,0,0,0,0,0,0,0,13,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,35,27-08-18,02-09-18,45,45,,0,0,0,0,0,0,0,0,0,0,45,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,36,03-09-18,09-09-18,30,30,,0,0,0,0,0,0,0,0,0,0,30,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,37,10-09-18,16-09-18,45,45,,0,0,0,0,0,0,0,0,0,0,45,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,38,17-09-18,23-09-18,70,70,,0,0,0,0,0,0,0,0,0,0,70,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,39,24-09-18,30-09-18,43,43,,0,0,0,0,0,0,0,0,0,0,43,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,40,01-10-18,07-10-18,90,90,,0,0,0,0,0,0,0,0,0,0,90,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,41,08-10-18,14-10-18,61,61,,0,0,0,0,0,0,0,0,0,0,61,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,42,15-10-18,21-10-18,85,85,,0,0,0,0,0,0,0,0,0,0,85,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,43,22-10-18,28-10-18,87,87,,0,0,0,0,0,0,0,0,0,0,87,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,44,29-10-18,04-11-18,66,66,,1,0,0,0,1,0,0,0,0,1,65,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,45,05-11-18,11-11-18,89,89,,1,1,0,0,2,2,0,0,2,4,85,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,46,12-11-18,18-11-18,63,63,,0,0,0,0,0,0,0,0,0,0,63,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,47,19-11-18,25-11-18,105,105,,7,1,0,0,8,3,0,0,3,11,94,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,48,26-11-18,02-12-18,72,72,,6,0,0,0,6,0,0,0,0,6,66,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,49,03-12-18,09-12-18,107,107,,3,0,0,0,3,2,0,0,2,5,102,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,50,10-12-18,16-12-18,85,85,,5,2,0,0,7,1,0,0,1,8,77,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,51,17-12-18,23-12-18,96,96,,3,1,0,0,4,0,0,0,0,4,92,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2018,52,24-12-18,30-12-18,107,107,,10,4,0,0,14,2,0,0,2,16,91,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,1,31-12-18,06-01-19,52,52,,7,0,0,0,7,2,0,0,2,9,43,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,2,07-01-19,13-01-19,74,74,,12,2,0,0,14,0,0,0,0,14,60,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,3,14-01-19,20-01-19,99,99,,12,12,0,0,24,1,0,0,1,25,74,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,4,21-01-19,27-01-19,116,116,,18,5,0,0,23,4,0,0,4,27,89,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,5,28-01-19,03-02-19,111,111,,11,2,0,0,13,2,0,0,2,15,96,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,6,04-02-19,10-02-19,75,75,,8,5,0,0,13,2,0,0,2,15,60,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,7,11-02-19,17-02-19,82,82,,10,1,0,0,11,2,0,0,2,13,69,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,8,18-02-19,24-02-19,93,93,,5,1,0,0,6,3,0,0,3,9,84,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,9,25-02-19,03-03-19,114,114,,6,1,0,0,7,5,0,0,5,12,102,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,10,04-03-19,10-03-19,89,89,,1,0,0,0,1,1,0,0,1,2,87,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,11,11-03-19,17-03-19,60,60,,1,0,0,0,1,0,0,0,0,1,59,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,12,18-03-19,24-03-19,79,79,,2,2,0,0,4,2,0,0,2,6,73,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,13,25-03-19,31-03-19,111,111,,0,0,0,0,0,0,0,0,0,0,111,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,14,01-04-19,07-04-19,50,50,,1,0,0,0,1,0,0,0,0,1,49,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,15,08-04-19,14-04-19,56,56,,0,2,0,0,2,2,0,0,2,4,52,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,16,15-04-19,21-04-19,94,94,,0,0,0,0,0,0,0,0,0,0,94,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,17,22-04-19,28-04-19,43,43,,1,0,0,0,1,0,0,0,0,1,42,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,18,29-04-19,05-05-19,52,52,,0,1,0,0,1,2,0,0,2,3,49,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,19,06-05-19,12-05-19,54,54,,0,0,0,0,0,0,0,0,0,0,54,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,20,13-05-19,19-05-19,27,27,,0,0,0,0,0,0,0,0,0,0,27,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,21,20-05-19,26-05-19,54,54,,0,0,0,0,0,0,0,0,0,0,54,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,22,27-05-19,02-06-19,40,40,,0,0,0,0,0,1,0,0,1,1,39,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,23,03-06-19,09-06-19,15,15,,0,0,0,0,0,0,0,0,0,0,15,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,24,10-06-19,16-06-19,52,52,,0,0,0,0,0,2,0,0,2,2,50,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,25,17-06-19,23-06-19,52,52,,0,0,0,0,0,0,0,0,0,0,52,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,26,24-06-19,30-06-19,40,40,,0,0,0,0,0,0,0,0,0,0,40,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,27,01-07-19,07-07-19,44,44,,0,0,0,0,0,0,0,0,0,0,44,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,28,08-07-19,14-07-19,38,38,,0,0,0,0,0,0,0,0,0,0,38,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,29,15-07-19,21-07-19,38,38,,0,0,0,0,0,0,0,0,0,0,38,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,30,22-07-19,28-07-19,49,49,,0,0,0,0,0,0,1,0,1,1,48,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,31,29-07-19,04-08-19,32,32,,0,0,0,0,0,0,0,0,0,0,32,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,32,05-08-19,11-08-19,44,44,,0,0,0,0,0,0,0,0,0,0,44,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,33,12-08-19,18-08-19,20,20,,0,0,0,0,0,0,0,0,0,0,,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,34,19-08-19,25-08-19,37,37,,0,0,0,0,0,0,0,0,0,0,37,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,35,26-08-19,01-09-19,39,39,,0,0,0,0,0,0,0,0,0,0,39,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,36,02-09-19,08-09-19,38,38,,0,0,0,0,0,0,0,0,0,0,38,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,37,09-09-19,15-09-19,49,49,,0,0,0,0,0,0,1,0,1,1,48,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,38,16-09-19,22-09-19,34,34,,0,0,0,0,0,0,0,0,0,0,34,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,39,23-09-19,29-09-19,45,45,,0,0,0,0,0,0,0,0,0,0,45,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,40,30-09-19,06-10-19,40,40,,0,0,0,0,0,0,0,0,0,0,40,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,41,07-10-19,13-10-19,95,95,,0,0,0,0,0,1,0,0,1,1,94,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,42,14-10-19,20-10-19,48,48,,1,0,0,0,1,0,1,0,1,2,46,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,43,21-10-19,27-10-19,103,103,,0,0,0,0,0,0,2,0,2,2,101,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,44,28-10-19,03-11-19,63,63,,0,0,0,0,0,0,2,0,2,2,61,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,45,04-11-19,10-11-19,77,77,,2,0,0,0,2,0,3,0,3,5,72,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,46,11-11-19,17-11-19,69,69,,2,6,0,0,8,0,0,0,0,8,61,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,47,18-11-19,24-11-19,90,90,,1,1,0,0,2,0,6,0,6,8,82,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,48,25-11-19,01-12-19,64,64,,2,4,0,0,6,0,0,0,0,6,58,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,49,02-12-19,08-12-19,103,103,,3,10,0,0,13,0,2,0,2,15,88,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,50,09-12-19,15-12-19,103,103,,5,3,0,0,8,2,2,0,4,12,91,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,51,16-12-19,22-12-19,103,103,,18,6,0,0,24,1,3,0,4,28,75,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,52,23-12-19,29-12-19,105,105,,21,6,0,0,27,0,0,0,0,27,78,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,1,30-12-19,05-01-20,41,41,,1,9,0,0,10,0,0,0,0,10,31,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,2,06-01-20,12-01-20,83,83,,0,0,0,0,0,0,2,0,2,2,81,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,3,13-01-20,19-01-20,82,82,,8,9,0,0,17,1,0,0,1,18,64,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,4,20-01-20,26-01-20,106,106,,5,11,0,0,16,1,3,0,4,20,86,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,5,27-01-20,02-02-20,81,81,,3,9,0,0,12,0,6,0,6,18,63,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,6,03-02-20,09-02-20,97,97,,8,9,0,0,17,0,5,0,5,22,75,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,7,10-02-20,16-02-20,116,116,,2,4,0,0,6,0,1,0,1,7,109,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,8,17-02-20,23-02-20,114,114,,1,2,0,0,3,0,0,0,0,3,111,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,9,24-02-20,01-03-20,67,67,,0,0,0,0,0,0,0,0,0,0,67,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,10,02-03-20,08-03-20,107,107,,0,0,0,0,0,0,2,0,2,2,105,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,11,09-03-20,15-03-20,78,78,,0,0,0,0,0,0,0,0,0,0,78,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,12,16-03-20,22-03-20,54,54,,0,0,0,0,0,0,0,0,0,0,54,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,13,23-03-20,29-03-20,89,89,,0,0,0,0,0,0,0,0,0,0,89,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,14,30-03-20,05-04-20,7,7,,0,0,0,0,0,0,0,0,0,0,7,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,15,06-04-20,12-04-20,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,16,13-04-20,19-04-20,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,17,20-04-20,26-04-20,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,18,27-04-20,03-05-20,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,19,04-05-20,10-05-20,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
